tax_id,species,genus,family,order,class,phylum,clade,estimated_counts
546871,Friedmanniella luteola,Friedmanniella,Nocardioidaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Terrabacteria group,423.571406802246
658062,Candidatus Koribacter versatilis,Candidatus Koribacter,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,,19662.8417040902
1549638,Quisquiliibacterium transsilvanicum,Quisquiliibacterium,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,933.867851774231
674703,Rhodoplanes sp. Z2-YC6860,Rhodoplanes,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,14634.6512213726
1097667,Patulibacter medicamentivorans,Patulibacter,Patulibacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Terrabacteria group,1576.28028051719
490573,Solirubrobacter ginsenosidimutans,Solirubrobacter,Solirubrobacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Terrabacteria group,7385.38272817781
444923,Rhodoplanes piscinae,Rhodoplanes,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,930.345039943602
1704307,Candidatus Xiphinematobacter sp. Idaho Grape,Candidatus Xiphinematobacter,,,Spartobacteria,Verrucomicrobia,PVC group,2514.84498151605
2014610,Roseisolibacter agri,Roseisolibacter,Gemmatimonadaceae,Gemmatimonadales,Gemmatimonadetes,Gemmatimonadetes,FCB group,4558.24321702741
1404,Bacillus megaterium,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,6461.66231884441
174633,Candidatus Kuenenia stuttgartiensis,Candidatus Kuenenia,Candidatus Brocadiaceae,Candidatus Brocadiales,Candidatus Brocadiae,Planctomycetes,PVC group,1046.07936617159
44676,Geothrix fermentans,Geothrix,Holophagaceae,Holophagales,Holophagae,Acidobacteria,,1672.0998046913
1813878,Sphingomonas agri,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,,1588.12379290303
467091,Ilumatobacter fluminis,Ilumatobacter,Ilumatobacteraceae,Acidimicrobiales,Acidimicrobiia,Actinobacteria,Terrabacteria group,4095.28825801295
511746,Methylacidiphilum infernorum,Methylacidiphilum,Methylacidiphilaceae,Methylacidiphilales,Methylacidiphilae,Verrucomicrobia,PVC group,5331.37618413019
1325564,Nitrospira japonica,Nitrospira,Nitrospiraceae,Nitrospirales,Nitrospira,Nitrospirae,,16854.4463804555
2170729,Methyloceanibacter sp. wino2,Methyloceanibacter,,Rhizobiales,Alphaproteobacteria,Proteobacteria,,5110.74445329761
591154,Methylacidiphilum fumariolicum,Methylacidiphilum,Methylacidiphilaceae,Methylacidiphilales,Methylacidiphilae,Verrucomicrobia,PVC group,565.009075594287
1560324,Arenimicrobium luteum,Arenimicrobium,Pyrinomonadaceae,Blastocatellales,Blastocatellia,Acidobacteria,,9987.69223972297
1333996,Variibacter gotjawalensis,Variibacter,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,1516.74421384547
254247,Aquicella siphonis,Aquicella,Coxiellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,,4123.5729948536
2528010,Planctomycetes bacterium Pla85_3_4,,,,,Planctomycetes,PVC group,402.849596314079
1848771,Lacunisphaera parvula,Lacunisphaera,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,PVC group,83.1682184872495
2528029,Planctomycetes bacterium Pan153,,,,,Planctomycetes,PVC group,588.652727646188
1176646,Sphingomonas daechungensis,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,,2826.86998014781
1355477,Bradyrhizobium diazoefficiens,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,2174.46624371199
496014,Baekduia soli,Baekduia,Baekduiaceae,Rubrobacterales,Rubrobacteria,Actinobacteria,Terrabacteria group,4845.83497446088
173480,Gemmatimonas aurantiaca,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadales,Gemmatimonadetes,Gemmatimonadetes,FCB group,4780.4821636438
200615,Rhodoplanes serenus,Rhodoplanes,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,641.892462119004
2509675,Ktedonosporobacter rubrisoli,Ktedonosporobacter,Ktedonosporobacteraceae,Ktedonobacterales,Ktedonobacteria,Chloroflexi,Terrabacteria group,461.230814185784
279810,Thiobacter subterraneus,Thiobacter,,Burkholderiales,Betaproteobacteria,Proteobacteria,,1312.2150247659
1705717,Patulibacter brassicae,Patulibacter,Patulibacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Terrabacteria group,2961.92425788416
152268,Metabacillus litoralis,Metabacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,827.873354518215
54005,Peptoniphilus harei,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Terrabacteria group,1928.9585429105
1123043,Telmatocola sphagniphila,Telmatocola,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,PVC group,1767.80904074961
1210884,Gemmata massiliana,Gemmata,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,PVC group,1028.95802281775
2562284,Pseudolabrys sp. FHR47,Pseudolabrys,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,4703.79130860514
406548,Aquisphaera giovannonii,Aquisphaera,Isosphaeraceae,Isosphaerales,Planctomycetia,Planctomycetes,PVC group,2757.7691434983
912552,Conexibacter arvalis,Conexibacter,Conexibacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Terrabacteria group,3890.97818311762
1546155,Tepidisphaera mucosa,Tepidisphaera,Tepidisphaeraceae,Tepidisphaerales,Phycisphaerae,Planctomycetes,PVC group,8520.4286258993
29405,Microlunatus phosphovorus,Microlunatus,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Terrabacteria group,14560.9792748407
239935,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,12058.6143174398
1542737,Marmoricola solisilvae,Marmoricola,Nocardioidaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Terrabacteria group,397.748981518541
191495,Conexibacter woesei,Conexibacter,Conexibacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Terrabacteria group,2717.80543341704
462367,Flavisolibacter ginsengisoli,Flavisolibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,4447.45658165064
99117,Friedmanniella capsulata,Friedmanniella,Nocardioidaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Terrabacteria group,1903.4804434596
2736,Verrucomicrobium spinosum,Verrucomicrobium,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,2589.57928963712
2511995,Pseudolysobacter antarcticus,Pseudolysobacter,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,,2626.57743592807
400768,Microlunatus panaciterrae,Microlunatus,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Terrabacteria group,10693.1361369496
254246,Aquicella lusitana,Aquicella,Coxiellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,,3061.28622206777
114,Gemmata obscuriglobus,Gemmata,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,PVC group,1644.75990879716
861299,Gemmatirosa kalamazoonesis,Gemmatirosa,Gemmatimonadaceae,Gemmatimonadales,Gemmatimonadetes,Gemmatimonadetes,FCB group,9355.28441330868
1933902,Rubrobacter spartanus,Rubrobacter,Rubrobacteraceae,Rubrobacterales,Rubrobacteria,Actinobacteria,Terrabacteria group,2401.1914683683
162028,Haliangium tepidum,Haliangium,Kofleriaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,5157.50864802114
947013,Chryseolinea serpens,Chryseolinea,Fulvivirgaceae,Cytophagales,Cytophagia,Bacteroidetes,FCB group,1016.22833218108
153721,Sporocytophaga myxococcoides,Sporocytophaga,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,FCB group,1468.42660531681
1940611,Conexibacter stalactiti,Conexibacter,Conexibacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Terrabacteria group,517.648755384397
2578107,Arthrobacter sp. KBS0702,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,331.596935331526
357808,Roseiflexus sp. RS-1,Roseiflexus,Roseiflexaceae,Chloroflexales,Chloroflexia,Chloroflexi,Terrabacteria group,278.42245033905
161493,Anaeromyxobacter dehalogenans,Anaeromyxobacter,Anaeromyxobacteraceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,1454.5854762505
796384,Flavitalea populi,Flavitalea,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,6453.1121887187
1742923,Thermostilla marina,Thermostilla,Thermoguttaceae,Pirellulales,Planctomycetia,Planctomycetes,PVC group,672.513428991847
1331910,Thermogutta terrifontis,Thermogutta,Thermoguttaceae,Pirellulales,Planctomycetia,Planctomycetes,PVC group,502.84352754085
363863,Microlunatus ginsengisoli,Microlunatus,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Terrabacteria group,6070.08916532255
1908690,Fimbriiglobus ruber,Fimbriiglobus,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,PVC group,3677.0735023974
2675430,Ottowia flava,Ottowia,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,685.992503793832
732238,Povalibacter uvarum,Povalibacter,Steroidobacteraceae,Nevskiales,Gammaproteobacteria,Proteobacteria,,9253.29946548807
1650658,Actinobacteria bacterium IMCC26256,,,,Actinobacteria,Actinobacteria,Terrabacteria group,4996.1697074945
1379270,Gemmatimonas phototrophica,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadales,Gemmatimonadetes,Gemmatimonadetes,FCB group,5487.39700694678
136996,Bradyrhizobium lupini,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,862.883826242027
1229656,Acidibacter ferrireducens,Acidibacter,,,Gammaproteobacteria,Proteobacteria,,6784.59316285433
29409,Rhodoplanes roseus,Rhodoplanes,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,975.399717954539
547188,Phycisphaera mikurensis,Phycisphaera,Phycisphaeraceae,Phycisphaerales,Phycisphaerae,Planctomycetes,PVC group,674.174700291538
1307763,Kiritimatiella glycovorans,Kiritimatiella,Kiritimatiellaceae,Kiritimatiellales,Kiritimatiellae,Kiritimatiellaeota,PVC group,1726.1001316988
190148,Bradyrhizobium paxllaeri,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,2720.32356398103
2527962,Planctomycetes bacterium K2D,,,,,Planctomycetes,PVC group,701.824110253914
445220,Reyranella massiliensis,Reyranella,,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,1574.19016862611
2528021,Planctomycetes bacterium ETA_A8,,,,,Planctomycetes,PVC group,7085.64878258581
1465756,Peptoniphilus grossensis,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Terrabacteria group,456.493633497339
128,Isosphaera pallida,Isosphaera,Isosphaeraceae,Isosphaerales,Planctomycetia,Planctomycetes,PVC group,605.692098657177
1648232,Skermanella rubra,Skermanella,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,1397.30876441881
1458337,Stenotrophobacter terrae,Stenotrophobacter,Blastocatellaceae,Blastocatellales,Blastocatellia,Acidobacteria,,3460.85259381056
690879,Terrimicrobium sacchariphilum,Terrimicrobium,Terrimicrobiaceae,Terrimicrobiales,Terrimicrobia,Verrucomicrobia,PVC group,6976.13542961543
1640865,Parviterribacter kavangonensis,Parviterribacter,Parviterribacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Terrabacteria group,3087.76368280803
1882682,Microvirga ossetica,Microvirga,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,4947.5696887892
187303,Methylocystis sp. SC2,Methylocystis,Methylocystaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,423.34084602693
29539,Thermoleophilum album,Thermoleophilum,Thermoleophilaceae,Thermoleophilales,Thermoleophilia,Actinobacteria,Terrabacteria group,1112.90490500997
1851148,Limihaloglobus sulfuriphilus,Limihaloglobus,Sedimentisphaeraceae,Sedimentisphaerales,Phycisphaerae,Planctomycetes,PVC group,121.464042193543
47496,Pedomicrobium australicum,Pedomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,766.423118389231
1476,Sporosarcina psychrophila,Sporosarcina,Planococcaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,468.831478954776
466153,Singulisphaera acidiphila,Singulisphaera,Isosphaeraceae,Isosphaerales,Planctomycetia,Planctomycetes,PVC group,3021.29477542025
2527995,Planctomycetes bacterium Mal52,,,,,Planctomycetes,PVC group,2852.15758302267
2528007,Planctomycetes bacterium Pla110,,,,,Planctomycetes,PVC group,5551.50583612965
35839,Holophaga foetida,Holophaga,Holophagaceae,Holophagales,Holophagae,Acidobacteria,,2344.95059871071
456827,Candidatus Cloacimonas acidaminovorans,Candidatus Cloacimonas,,,,Candidatus Cloacimonetes,FCB group,826.539167505524
465721,Steroidobacter denitrificans,Steroidobacter,Steroidobacteraceae,Nevskiales,Gammaproteobacteria,Proteobacteria,,2748.59917177073
1041767,Methylacidimicrobium fagopyrum,Methylacidimicrobium,,,,Verrucomicrobia,PVC group,398.167525243828
1812810,Rhodohalobacter halophilus,Rhodohalobacter,Balneolaceae,Balneolales,Balneolia,Balneolaeota,FCB group,264.288300640105
467094,Ilumatobacter coccineus,Ilumatobacter,Ilumatobacteraceae,Acidimicrobiales,Acidimicrobiia,Actinobacteria,Terrabacteria group,124.033704570056
748857,Roseimicrobium gellanilyticum,Roseimicrobium,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,1167.68886084567
56946,Afipia broomeae,Afipia,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,999.823558414041
81032,Hyphomonas neptunium,Hyphomonas,Hyphomonadaceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,,1955.82246951172
41,Stigmatella aurantiaca,Stigmatella,Archangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,2901.20126366509
1897628,Rhodoplanes azumiensis,Rhodoplanes,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,2679.45016486007
351604,Geobacter uraniireducens,Geobacter,Geobacteraceae,Desulfuromonadales,Deltaproteobacteria,Proteobacteria,,483.407392859535
1458336,Brevitalea aridisoli,Brevitalea,Pyrinomonadaceae,Blastocatellales,Blastocatellia,Acidobacteria,,4567.47056130334
2528023,Planctomycetes bacterium ETA_A1,,,,,Planctomycetes,PVC group,3913.61398873075
360055,Zavarzinella formosa,Zavarzinella,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,PVC group,3835.36148898567
380628,Lysobacter niabensis,Lysobacter,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,,4559.27343830477
2578114,Bradyrhizobium sp. KBS0727,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,3475.67807191638
673862,Candidatus Babela massiliensis,Candidatus Babela,Candidatus Babeliaceae,Candidatus Babeliales,Candidatus Babeliae,,Bacteria candidate phyla,1112.76714763725
1033741,Microvirga massiliensis,Microvirga,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,456.729695449101
1395955,Solirubrobacter taibaiensis,Solirubrobacter,Solirubrobacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Terrabacteria group,556.680186536705
323415,Dokdonella koreensis,Dokdonella,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,,477.688577037343
1235591,Pseudorhodoplanes sinuspersici,Pseudorhodoplanes,,Rhizobiales,Alphaproteobacteria,Proteobacteria,,1198.12078150632
1640866,Parviterribacter multiflagellatus,Parviterribacter,Parviterribacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Terrabacteria group,849.171092894594
869279,Thermanaerothrix daxensis,Thermanaerothrix,Anaerolineaceae,Anaerolineales,Anaerolineae,Chloroflexi,Terrabacteria group,645.069901157087
340071,Criblamydia sequanensis,Criblamydia,Criblamydiaceae,Parachlamydiales,Chlamydiia,Chlamydiae,PVC group,527.494304513674
454194,Pyrinomonas methylaliphatogenes,Pyrinomonas,Pyrinomonadaceae,Blastocatellales,Blastocatellia,Acidobacteria,,507.835175012392
413882,[Polyangium] brachysporum,,,Burkholderiales,Betaproteobacteria,Proteobacteria,,495.166058812686
927083,Sandaracinus amylolyticus,Sandaracinus,Sandaracinaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,2931.60529229754
1404360,Solirubrobacter phytolaccae,Solirubrobacter,Solirubrobacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Terrabacteria group,2255.86351076708
2057,Sphaerobacter thermophilus,Sphaerobacter,Sphaerobacteraceae,Sphaerobacterales,Thermomicrobia,Chloroflexi,Terrabacteria group,501.150178092745
1577687,Terracidiphilus gabretensis,Terracidiphilus,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,,674.311993853466
1969806,Acidibrevibacterium fodinaquatile,Acidibrevibacterium,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,3353.99146281681
1632864,Planctomyces sp. SH-PL14,Planctomyces,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,PVC group,12234.5023128048
354356,Niastella koreensis,Niastella,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,941.630268880803
2056494,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20,,,,,Candidatus Saccharibacteria,Bacteria candidate phyla,6481.63489541516
1636152,Planctomyces sp. SH-PL62,Planctomyces,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,PVC group,263.099086910061
1518501,Bradyrhizobium valentinum,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,1368.46288912522
2528035,Phycisphaerae bacterium RAS2,,,,Phycisphaerae,Planctomycetes,PVC group,187.935010512167
47495,Pedomicrobium americanum,Pedomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,705.132307023318
1707785,Massilia sp. WG5,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,46788.2155879178
2024524,Terrimonas soli,Terrimonas,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,1658.71914044868
721033,Pseudonocardia spinosa,Pseudonocardia,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Terrabacteria group,211.391257373451
47498,Pedomicrobium manganicum,Pedomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,1414.25177047854
447217,Anaeromyxobacter sp. K,Anaeromyxobacter,Anaeromyxobacteraceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,179.608242916894
1331911,Thermogutta hypogea,Thermogutta,Thermoguttaceae,Pirellulales,Planctomycetia,Planctomycetes,PVC group,281.508855662902
1670831,Egibacter rhizosphaerae,Egibacter,Egibacteraceae,Egibacterales,Nitriliruptoria,Actinobacteria,Terrabacteria group,205.226604274287
425677,Labrys wisconsinensis,Labrys,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,180.531209616928
794903,Opitutaceae bacterium TAV5,,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,PVC group,1319.97761476202
2315862,Paraflavitalea soli,Paraflavitalea,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,670.427541415989
483547,Geoalkalibacter subterraneus,Geoalkalibacter,Geobacteraceae,Desulfuromonadales,Deltaproteobacteria,Proteobacteria,,108.745363257358
1749074,Mycoplasma sp. (ex Biomphalaria glabrata),Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Terrabacteria group,1106.95579149142
151414,Afipia birgiae,Afipia,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,687.007496112567
56,Sorangium cellulosum,Sorangium,Polyangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,3150.94116895274
1206085,Jatrophihabitans endophyticus,Jatrophihabitans,Frankiaceae,Frankiales,Actinobacteria,Actinobacteria,Terrabacteria group,179.936962773744
407159,Knoellia remsis,Knoellia,Intrasporangiaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,199.985033846293
431057,Methylacidiphilum kamchatkense,Methylacidiphilum,Methylacidiphilaceae,Methylacidiphilales,Methylacidiphilae,Verrucomicrobia,PVC group,564.951709163508
375,Bradyrhizobium japonicum,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,2218.76212656719
1045317,Sphingomonas lutea,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,,2881.68314954118
670291,Microvirga aerophila,Microvirga,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,550.452691007355
1071,Rhodopila globiformis,Rhodopila,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,1760.34029215517
1382359,Acidobacterium ailaaui,Acidobacterium,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,,890.132155724296
1052258,Arenimonas daechungensis,Arenimonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,,20957.5878940255
1274631,Bradyrhizobium icense,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,2650.23438949663
426,Methylosinus trichosporium,Methylosinus,Methylocystaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,412.529923086315
448141,Calditerricola yamamurae,Calditerricola,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,1163.23167314755
2598579,Limnoglobus roseus,Limnoglobus,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,PVC group,1802.14683516213
1177755,Methyloligella halotolerans,Methyloligella,,Rhizobiales,Alphaproteobacteria,Proteobacteria,,455.54387813262
1041768,Methylacidimicrobium tartarophylax,Methylacidimicrobium,,,,Verrucomicrobia,PVC group,310.165912210572
