tax_id,species,genus,family,order,class,phylum,clade,estimated_counts
889265,Jahnella thaxteri,Jahnella,Polyangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,135.094083337966
363869,Bacillus pocheonensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,417.785957178833
228899,Peribacillus asahii,Peribacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,1286.78155579057
529703,Adhaeribacter terreus,Adhaeribacter,Hymenobacteraceae,Cytophagales,Cytophagia,Bacteroidetes,FCB group,305.145180359737
2578113,Bradyrhizobium sp. KBS0725,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,1282.23963270835
152268,Metabacillus litoralis,Metabacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,205.036632376784
363832,Solirubrobacter soli,Solirubrobacter,Solirubrobacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Terrabacteria group,4580.39003930075
86668,Neobacillus niacini,Neobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,266.536277726298
2578114,Bradyrhizobium sp. KBS0727,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,1272.98634720826
511746,Methylacidiphilum infernorum,Methylacidiphilum,Methylacidiphilaceae,Methylacidiphilales,Methylacidiphilae,Verrucomicrobia,PVC group,1758.79070993749
1495650,Thermoflexus hugenholtzii,Thermoflexus,Thermoflexaceae,Thermoflexales,Thermoflexia,Chloroflexi,Terrabacteria group,2500.14688716262
162028,Haliangium tepidum,Haliangium,Kofleriaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,1266.16934898802
1632864,Planctomyces sp. SH-PL14,Planctomyces,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,PVC group,1938.82048083152
1041766,Methylacidimicrobium cyclopophantes,Methylacidimicrobium,,,,Verrucomicrobia,PVC group,363.550486363207
546872,Friedmanniella lucida,Friedmanniella,Nocardioidaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Terrabacteria group,864.117016629925
1456,Bacillus benzoevorans,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,1300.82710331407
2736,Verrucomicrobium spinosum,Verrucomicrobium,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,1227.35804015951
2528023,Planctomycetes bacterium ETA_A1,,,,,Planctomycetes,PVC group,1233.9115082723
1458337,Stenotrophobacter terrae,Stenotrophobacter,Blastocatellaceae,Blastocatellales,Blastocatellia,Acidobacteria,,959.624310737366
1002689,Occallatibacter riparius,Occallatibacter,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,,404.273824450542
29409,Rhodoplanes roseus,Rhodoplanes,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,380.189905250328
78554,Alterococcus agarolyticus,Alterococcus,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,PVC group,1330.14218842793
444923,Rhodoplanes piscinae,Rhodoplanes,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,223.130352622678
1704307,Candidatus Xiphinematobacter sp. Idaho Grape,Candidatus Xiphinematobacter,,,Spartobacteria,Verrucomicrobia,PVC group,1596.11667454983
1368237,Reyranella graminifolii,Reyranella,,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,433.647411784221
454146,Roseibacillus ishigakijimensis,Roseibacillus,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,102.982940963758
167,Treponema succinifaciens,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,,30.5855017338554
1007097,Gordonia caeni,Gordonia,Gordoniaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Terrabacteria group,91.0126787833585
1592105,Tellurimicrobium multivorans,Tellurimicrobium,Blastocatellaceae,Blastocatellales,Blastocatellia,Acidobacteria,,544.194526347491
490089,Cerasicoccus maritimus,Cerasicoccus,Puniceicoccaceae,Puniceicoccales,Opitutae,Verrucomicrobia,PVC group,178.737521050314
859143,Cytobacillus kochii,Cytobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,308.176675931859
29408,Rhodoplanes elegans,Rhodoplanes,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,296.4876439636
2358,Desulfomonile tiedjei,Desulfomonile,Syntrophaceae,Syntrophobacterales,Deltaproteobacteria,Proteobacteria,,287.622065397525
465721,Steroidobacter denitrificans,Steroidobacter,Steroidobacteraceae,Nevskiales,Gammaproteobacteria,Proteobacteria,,1366.60440458442
2527975,Planctomycetes bacterium Pan216,,,,,Planctomycetes,PVC group,849.679599231847
56,Sorangium cellulosum,Sorangium,Polyangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,1306.84513017343
1670641,Bacillus ciccensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,377.498762139612
268404,Steroidobacter agariperforans,Steroidobacter,Steroidobacteraceae,Nevskiales,Gammaproteobacteria,Proteobacteria,,1495.41128999773
1548207,Cephaloticoccus primus,Cephaloticoccus,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,PVC group,368.424031748079
1148786,Geminisphaera colitermitum,Geminisphaera,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,PVC group,841.341957337772
1478,Peribacillus simplex,Peribacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,1147.30043457005
1891926,Fuerstia marisgermanicae,Fuerstia,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,PVC group,14.8658668564639
1778678,Paenibacillus psychroresistens,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,263.425625202523
445931,Prosthecobacter fluviatilis,Prosthecobacter,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,285.706198844421
1637999,Verrucomicrobia bacterium IMCC26134,,,,,Verrucomicrobia,PVC group,324.153697749684
1817965,Skermanella rosea,Skermanella,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,903.1853872647
1969806,Acidibrevibacterium fodinaquatile,Acidibrevibacterium,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,1665.7012791634
190148,Bradyrhizobium paxllaeri,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,1145.04003673596
1740721,Neobacillus cucumis,Neobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,271.120138763574
1679444,Akkermansia glycaniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,266.19369488725
1387353,Paludisphaera borealis,Paludisphaera,Isosphaeraceae,Isosphaerales,Planctomycetia,Planctomycetes,PVC group,927.466629661797
454144,Persicirhabdus sediminis,Persicirhabdus,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,261.636109972354
54005,Peptoniphilus harei,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Terrabacteria group,1279.34337127614
685828,Armatimonas rosea,Armatimonas,Armatimonadaceae,Armatimonadales,Armatimonadia,Armatimonadetes,Terrabacteria group,519.675789473161
1548208,Cephaloticoccus capnophilus,Cephaloticoccus,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,PVC group,669.066279111105
2528007,Planctomycetes bacterium Pla110,,,,,Planctomycetes,PVC group,973.144965242257
1123043,Telmatocola sphagniphila,Telmatocola,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,PVC group,579.123289842494
220684,Neobacillus drentensis,Neobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,1107.28658612916
1775900,Streptomyces luozhongensis,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria,Terrabacteria group,134.604078002376
49319,Rubrobacter xylanophilus,Rubrobacter,Rubrobacteraceae,Rubrobacterales,Rubrobacteria,Actinobacteria,Terrabacteria group,37.1529746052261
1452742,Streptomyces burgazadensis,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria,Terrabacteria group,544.429744347419
927083,Sandaracinus amylolyticus,Sandaracinus,Sandaracinaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,651.74112488143
1235591,Pseudorhodoplanes sinuspersici,Pseudorhodoplanes,,Rhizobiales,Alphaproteobacteria,Proteobacteria,,476.215515798181
1577687,Terracidiphilus gabretensis,Terracidiphilus,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,,140.824602766193
153721,Sporocytophaga myxococcoides,Sporocytophaga,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,FCB group,101.166588310639
363888,Tumebacillus ginsengisoli,Tumebacillus,Alicyclobacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,734.561062584223
1404360,Solirubrobacter phytolaccae,Solirubrobacter,Solirubrobacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Terrabacteria group,2006.77235325811
1333996,Variibacter gotjawalensis,Variibacter,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,322.435308179008
42256,Rubrobacter radiotolerans,Rubrobacter,Rubrobacteraceae,Rubrobacterales,Rubrobacteria,Actinobacteria,Terrabacteria group,1155.12823233637
2057,Sphaerobacter thermophilus,Sphaerobacter,Sphaerobacteraceae,Sphaerobacterales,Thermomicrobia,Chloroflexi,Terrabacteria group,96.2521274877558
375,Bradyrhizobium japonicum,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,646.855767822292
80816,Haliangium ochraceum,Haliangium,Kofleriaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,319.535532018145
114,Gemmata obscuriglobus,Gemmata,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,PVC group,658.119981937573
1882682,Microvirga ossetica,Microvirga,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,2839.20384139404
42253,Nitrospira moscoviensis,Nitrospira,Nitrospiraceae,Nitrospirales,Nitrospira,Nitrospirae,,240.083261457061
386874,Sphingomonas sediminicola,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,,908.734756808986
2086585,Christensenella sp. Marseille-P3954,Christensenella,Christensenellaceae,Clostridiales,Clostridia,Firmicutes,Terrabacteria group,174.039913840313
1230389,Reyranella soli,Reyranella,,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,1064.50992163309
1670831,Egibacter rhizosphaerae,Egibacter,Egibacteraceae,Egibacterales,Nitriliruptoria,Actinobacteria,Terrabacteria group,537.048219035348
1052258,Arenimonas daechungensis,Arenimonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,,488.789652003464
1759536,Friedmanniella endophytica,Friedmanniella,Nocardioidaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Terrabacteria group,235.435741086456
2662614,Terrimonas suqianensis,Terrimonas,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,308.630292568727
570279,Terrimonas aquatica,Terrimonas,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,58.2477080861154
29539,Thermoleophilum album,Thermoleophilum,Thermoleophilaceae,Thermoleophilales,Thermoleophilia,Actinobacteria,Terrabacteria group,865.226918120678
466153,Singulisphaera acidiphila,Singulisphaera,Isosphaeraceae,Isosphaerales,Planctomycetia,Planctomycetes,PVC group,2054.25828933638
330214,Nitrospira defluvii,Nitrospira,Nitrospiraceae,Nitrospirales,Nitrospira,Nitrospirae,,307.963368598614
2598579,Limnoglobus roseus,Limnoglobus,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,PVC group,748.827600511622
709987,Pseudonocardia rhizophila,Pseudonocardia,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Terrabacteria group,91.6760215691981
1940611,Conexibacter stalactiti,Conexibacter,Conexibacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Terrabacteria group,374.793319728063
1469502,Burkholderiales bacterium GJ-E10,,,Burkholderiales,Betaproteobacteria,Proteobacteria,,984.236390441339
1827146,Bacillus sp. IHB B 7164,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,79.2124101235104
1071,Rhodopila globiformis,Rhodopila,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,757.593752103427
2303505,Psychrobacillus sp. AK 1817,Psychrobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,298.829449428751
412384,Bacillus aryabhattai,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,175.695633099923
1157309,Luteolibacter cuticulihirudinis,Luteolibacter,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,204.131555574607
1231,Nitrosospira multiformis,Nitrosospira,Nitrosomonadaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,,621.711877744227
1108,Chloroflexus aurantiacus,Chloroflexus,Chloroflexaceae,Chloroflexales,Chloroflexia,Chloroflexi,Terrabacteria group,347.222758785765
1002691,Occallatibacter savannae,Occallatibacter,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,,451.652871065752
2109914,Ottowia oryzae,Ottowia,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,158.206600203818
1848771,Lacunisphaera parvula,Lacunisphaera,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,PVC group,60.8971880999452
1892851,Flavitalea flava,Flavitalea,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,112.487302388672
1229656,Acidibacter ferrireducens,Acidibacter,,,Gammaproteobacteria,Proteobacteria,,2601.57777101103
64104,Bacillus pseudomycoides,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,504.768904340839
1813878,Sphingomonas agri,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,,629.773103108246
1213358,Microbacterium saccharophilum,Microbacterium,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,48.0793600917345
107709,Opitutus terrae,Opitutus,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,PVC group,232.933507087621
1176646,Sphingomonas daechungensis,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,,1022.05139467567
2675101,Lysobacter caseinilyticus,Lysobacter,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,,989.495671772136
2528009,Planctomycetes bacterium Pla175,,,,,Planctomycetes,PVC group,348.341106317504
1492898,Flavisolibacter tropicus,Flavisolibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,1780.74811052161
48466,Prosthecobacter vanneervenii,Prosthecobacter,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,570.291767980851
794903,Opitutaceae bacterium TAV5,,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,PVC group,91.8693372763876
1355477,Bradyrhizobium diazoefficiens,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,814.939599293373
1436998,Nitrospira lenta,Nitrospira,Nitrospiraceae,Nitrospirales,Nitrospira,Nitrospirae,,18.4714593369526
796384,Flavitalea populi,Flavitalea,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,1771.63707495321
666686,Bacillus sp. 1NLA3E,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,905.915937273118
2527995,Planctomycetes bacterium Mal52,,,,,Planctomycetes,PVC group,684.143723972747
913326,Skermanella stibiiresistens,Skermanella,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,458.963085986809
454147,Roseibacillus ponti,Roseibacillus,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,138.617299047624
99117,Friedmanniella capsulata,Friedmanniella,Nocardioidaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Terrabacteria group,1080.07819745431
1864941,Terrimonas terrae,Terrimonas,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,87.4026426254203
